Date,Time,Type,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Fee,Fee Currency,Exchange,Trade ID,Tx Hash
2025-09-16,01:04:03,SELL,0,BZHSQZ,31.52,USD,0.00025,SOL,Jupiter,SOL-40,SIM_1758050021215_40
2025-09-16,01:04:11,SELL,0,HARA2W,90.80,USD,0.00025,SOL,Jupiter,SOL-40,SIM_1758050021215_40
2025-09-16,01:04:11,SELL,0,5KU1ZX,88.29,USD,0.00025,SOL,Jupiter,SOL-40,SIM_1758050021215_40
2025-09-16,01:04:36,SELL,0,FB2UHF,58.89,USD,0.00025,SOL,Jupiter,SOL-40,SIM_1758050021215_40
2025-09-16,01:04:36,BUY,15.13,USD,0,34NZ93,0.00025,SOL,Jupiter,SOL-41,SIM_1758050021215_41
2025-09-16,01:05:00,SELL,0,CK5VAB,57.78,USD,0.00025,SOL,Jupiter,SOL-41,SIM_1758050021215_41
2025-09-16,01:05:00,SELL,0,GIDFMM,59.91,USD,0.00025,SOL,Jupiter,SOL-41,SIM_1758050021215_41
2025-09-16,01:05:00,SELL,0,APKG4R,66.47,USD,0.00025,SOL,Jupiter,SOL-41,SIM_1758050021215_41
2025-09-16,01:05:01,BUY,15.13,USD,0,7MN4NH,0.00025,SOL,Jupiter,SOL-42,SIM_1758050021215_42
2025-09-16,01:05:01,SELL,0,6HUTWF,60.04,USD,0.00025,SOL,Jupiter,SOL-42,SIM_1758050021215_42
2025-09-16,01:05:01,SELL,0,66E7AS,55.75,USD,0.00025,SOL,Jupiter,SOL-42,SIM_1758050021215_42
2025-09-16,01:05:01,BUY,15.13,USD,0,CMTKLG,0.00025,SOL,Jupiter,SOL-43,SIM_1758050021215_43
2025-09-16,01:05:01,BUY,15.13,USD,0,4SBAHJ,0.00025,SOL,Jupiter,SOL-44,SIM_1758050021215_44
2025-09-16,01:05:01,BUY,15.13,USD,0,DOAEBF,0.00025,SOL,Jupiter,SOL-45,SIM_1758050021215_45
2025-09-16,01:05:02,SELL,0,8TDZC7,57.71,USD,0.00025,SOL,Jupiter,SOL-45,SIM_1758050021215_45
2025-09-16,01:05:02,SELL,0,G9LBBJ,57.18,USD,0.00025,SOL,Jupiter,SOL-45,SIM_1758050021215_45
2025-09-16,01:05:02,SELL,0,HGSEP5,89.85,USD,0.00025,SOL,Jupiter,SOL-45,SIM_1758050021215_45
2025-09-16,01:05:03,SELL,0,DGB2DC,30.74,USD,0.00025,SOL,Jupiter,SOL-45,SIM_1758050021215_45
2025-09-16,01:05:06,BUY,15.13,USD,0,GISWZ1,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:05:31,SELL,0,4SBAHJ,32.85,USD,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:05:31,SELL,0,DOAEBF,32.32,USD,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:05:36,SELL,0,34NZ93,32.09,USD,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:06:00,SELL,0,CK5VAB,19.08,USD,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:06:00,SELL,0,7PNQG1,30.98,USD,0.00025,SOL,Jupiter,SOL-46,SIM_1758050021216_46
2025-09-16,01:06:00,BUY,15.13,USD,0,2EBGMC,0.00025,SOL,Jupiter,SOL-47,SIM_1758050021216_47
2025-09-16,01:06:00,BUY,15.13,USD,0,DCDDKZ,0.00025,SOL,Jupiter,SOL-48,SIM_1758050021216_48
2025-09-16,01:06:01,SELL,0,AVHLIB,32.97,USD,0.00025,SOL,Jupiter,SOL-48,SIM_1758050021216_48
2025-09-16,01:06:01,BUY,15.13,USD,0,4HZ3KE,0.00025,SOL,Jupiter,SOL-49,SIM_1758050021216_49
2025-09-16,01:06:02,SELL,0,G9LBBJ,86.73,USD,0.00025,SOL,Jupiter,SOL-49,SIM_1758050021216_49
2025-09-16,01:06:02,BUY,15.13,USD,0,F6BLBZ,0.00025,SOL,Jupiter,SOL-50,SIM_1758050021216_50
2025-09-16,01:06:06,SELL,0,GISWZ1,61.62,USD,0.00025,SOL,Jupiter,SOL-50,SIM_1758050021216_50
2025-09-16,01:06:30,SELL,0,DCDDKZ,64.11,USD,0.00025,SOL,Jupiter,SOL-50,SIM_1758050021216_50
2025-09-16,01:07:00,BUY,15.13,USD,0,EI3HKD,0.00025,SOL,Jupiter,SOL-51,SIM_1758050021216_51
2025-09-16,01:07:00,SELL,0,H76CII,89.49,USD,0.00025,SOL,Jupiter,SOL-51,SIM_1758050021216_51
2025-09-16,01:07:00,SELL,0,GIDFMM,146.78,USD,0.00025,SOL,Jupiter,SOL-51,SIM_1758050021216_51
2025-09-16,01:07:00,BUY,15.13,USD,0,78OIUE,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:00,SELL,0,DCDDKZ,161.91,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:01,SELL,0,4HZ3KE,30.36,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:01,SELL,0,CMTKLG,31.99,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:02,SELL,0,DRMVWZ,62.90,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:02,SELL,0,87KW9H,32.90,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:02,SELL,0,DL9SZF,66.04,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:02,SELL,0,F6BLBZ,63.21,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:03,SELL,0,B8HOTU,31.37,USD,0.00025,SOL,Jupiter,SOL-52,SIM_1758050021216_52
2025-09-16,01:07:06,BUY,15.13,USD,0,98J75J,0.00025,SOL,Jupiter,SOL-53,SIM_1758050021216_53
2025-09-16,01:07:06,BUY,15.13,USD,0,UMXHHR,0.00025,SOL,Jupiter,SOL-54,SIM_1758050021216_54
2025-09-16,01:07:07,BUY,15.13,USD,0,31XQTS,0.00025,SOL,Jupiter,SOL-55,SIM_1758050021216_55
2025-09-16,01:07:30,SELL,0,EI3HKD,152.80,USD,0.00025,SOL,Jupiter,SOL-55,SIM_1758050021216_55
2025-09-16,01:08:00,SELL,0,78OIUE,90.33,USD,0.00025,SOL,Jupiter,SOL-55,SIM_1758050021216_55
2025-09-16,01:08:01,SELL,0,7MN4NH,59.29,USD,0.00025,SOL,Jupiter,SOL-55,SIM_1758050021216_55
2025-09-16,01:08:01,BUY,15.13,USD,0,4JSSTZ,0.00025,SOL,Jupiter,SOL-56,SIM_1758050021216_56
2025-09-16,01:08:02,SELL,0,G9LBBJ,92.78,USD,0.00025,SOL,Jupiter,SOL-56,SIM_1758050021216_56
2025-09-16,01:08:03,BUY,15.13,USD,0,7QS5WN,0.00025,SOL,Jupiter,SOL-57,SIM_1758050021216_57
2025-09-16,01:08:05,BUY,15.13,USD,0,6M6GMT,0.00025,SOL,Jupiter,SOL-58,SIM_1758050021216_58
2025-09-16,01:08:05,BUY,15.13,USD,0,HGWDB6,0.00025,SOL,Jupiter,SOL-59,SIM_1758050021216_59
2025-09-16,01:08:07,BUY,15.13,USD,0,8NVKBN,0.00025,SOL,Jupiter,SOL-60,SIM_1758050021216_60
2025-09-16,01:08:36,BUY,15.13,USD,0,AAFHK8,0.00025,SOL,Jupiter,SOL-61,SIM_1758050021216_61
2025-09-16,01:09:00,SELL,0,EI3HKD,60.33,USD,0.00025,SOL,Jupiter,SOL-61,SIM_1758050021216_61
2025-09-16,01:09:00,SELL,0,H76CII,142.52,USD,0.00025,SOL,Jupiter,SOL-61,SIM_1758050021216_61
2025-09-16,01:09:00,BUY,15.13,USD,0,9YCKEZ,0.00025,SOL,Jupiter,SOL-62,SIM_1758050021216_62
2025-09-16,01:09:00,SELL,0,2EBGMC,21.01,USD,0.00025,SOL,Jupiter,SOL-62,SIM_1758050021216_62
2025-09-16,01:09:02,BUY,15.13,USD,0,76MUCN,0.00025,SOL,Jupiter,SOL-63,SIM_1758050021216_63
2025-09-16,01:09:05,SELL,0,6M6GMT,54.99,USD,0.00025,SOL,Jupiter,SOL-63,SIM_1758050021216_63
2025-09-16,01:09:06,SELL,0,UMXHHR,30.52,USD,0.00025,SOL,Jupiter,SOL-63,SIM_1758050021216_63
2025-09-16,01:09:13,SELL,0,J7GR7G,90.52,USD,0.00025,SOL,Jupiter,SOL-63,SIM_1758050021216_63
2025-09-16,01:09:30,SELL,0,9YCKEZ,32.35,USD,0.00025,SOL,Jupiter,SOL-63,SIM_1758050021216_63
2025-09-16,01:09:37,BUY,15.13,USD,0,5PV6YY,0.00025,SOL,Jupiter,SOL-64,SIM_1758050021216_64
2025-09-16,01:10:00,SELL,0,78OIUE,93.62,USD,0.00025,SOL,Jupiter,SOL-64,SIM_1758050021216_64
2025-09-16,01:10:02,BUY,15.13,USD,0,BB6OG7,0.00025,SOL,Jupiter,SOL-65,SIM_1758050021216_65
2025-09-16,01:10:02,SELL,0,76MUCN,31.07,USD,0.00025,SOL,Jupiter,SOL-65,SIM_1758050021216_65
2025-09-16,01:10:04,BUY,15.13,USD,0,GKBUIH,0.00025,SOL,Jupiter,SOL-66,SIM_1758050021216_66
2025-09-16,01:10:05,SELL,0,6M6GMT,58.87,USD,0.00025,SOL,Jupiter,SOL-66,SIM_1758050021216_66
2025-09-16,01:10:05,BUY,15.13,USD,0,7HSZI3,0.00025,SOL,Jupiter,SOL-67,SIM_1758050021216_67
2025-09-16,01:10:05,SELL,0,5KPUGD,30.98,USD,0.00025,SOL,Jupiter,SOL-67,SIM_1758050021216_67
2025-09-16,01:10:06,BUY,15.13,USD,0,HJIZ5G,0.00025,SOL,Jupiter,SOL-68,SIM_1758050021216_68
2025-09-16,01:10:07,SELL,0,5PV6YY,98.07,USD,0.00025,SOL,Jupiter,SOL-68,SIM_1758050021216_68
2025-09-16,01:11:01,SELL,0,4JSSTZ,15.81,USD,0.00025,SOL,Jupiter,SOL-68,SIM_1758050021216_68
2025-09-16,01:11:02,BUY,15.13,USD,0,HPPPWM,0.00025,SOL,Jupiter,SOL-69,SIM_1758050021216_69
2025-09-16,01:11:04,BUY,15.13,USD,0,2EBVRM,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:11:05,SELL,0,6M6GMT,65.53,USD,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:11:05,SELL,0,HGWDB6,31.50,USD,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:12:00,SELL,0,78OIUE,91.97,USD,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:12:02,SELL,0,76MUCN,32.70,USD,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:12:02,SELL,0,HPPPWM,136.76,USD,0.00025,SOL,Jupiter,SOL-70,SIM_1758050021216_70
2025-09-16,01:12:03,BUY,15.13,USD,0,4EKXCM,0.00025,SOL,Jupiter,SOL-71,SIM_1758050021216_71
2025-09-16,01:12:06,SELL,0,98J75J,27.49,USD,0.00025,SOL,Jupiter,SOL-71,SIM_1758050021216_71
2025-09-16,01:12:06,SELL,0,UMXHHR,81.82,USD,0.00025,SOL,Jupiter,SOL-71,SIM_1758050021216_71
2025-09-16,01:12:33,SELL,0,4EKXCM,160.32,USD,0.00025,SOL,Jupiter,SOL-71,SIM_1758050021216_71
2025-09-16,01:13:02,SELL,0,HPPPWM,65.98,USD,0.00025,SOL,Jupiter,SOL-71,SIM_1758050021216_71
2025-09-16,01:13:03,BUY,15.13,USD,0,BWILU6,0.00025,SOL,Jupiter,SOL-72,SIM_1758050021216_72
2025-09-16,01:13:03,BUY,15.13,USD,0,A5HRKY,0.00025,SOL,Jupiter,SOL-73,SIM_1758050021216_73
2025-09-16,01:13:04,BUY,15.13,USD,0,DQTRFN,0.00025,SOL,Jupiter,SOL-74,SIM_1758050021216_74
2025-09-16,01:13:05,BUY,15.13,USD,0,7LQTIS,0.00025,SOL,Jupiter,SOL-75,SIM_1758050021216_75
2025-09-16,01:13:06,SELL,0,HJIZ5G,27.88,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1758050021216_75
2025-09-16,01:13:35,SELL,0,7LQTIS,31.83,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1758050021216_75
2025-09-16,01:13:36,SELL,0,AAFHK8,32.07,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1758050021216_75
2025-09-16,01:14:00,BUY,15.13,USD,0,3QXINJ,0.00025,SOL,Jupiter,SOL-76,SIM_1758050021216_76
2025-09-16,01:14:00,BUY,15.13,USD,0,ES9VMF,0.00025,SOL,Jupiter,SOL-77,SIM_1758050021216_77
2025-09-16,01:14:01,BUY,15.13,USD,0,HAX1VQ,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:02,SELL,0,76MUCN,30.91,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:03,SELL,0,BWILU6,56.49,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:03,SELL,0,DGB2DC,27.76,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:04,SELL,0,DQTRFN,32.10,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:04,SELL,0,2EBVRM,16.48,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:05,SELL,0,7LQTIS,62.73,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:09,SELL,0,9BZMSR,59.99,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:31,SELL,0,HAX1VQ,33.21,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:37,SELL,0,5PV6YY,151.00,USD,0.00025,SOL,Jupiter,SOL-78,SIM_1758050021216_78
2025-09-16,01:14:38,BUY,15.13,USD,0,EBEBGE,0.00025,SOL,Jupiter,SOL-79,SIM_1758050021216_79
2025-09-16,01:15:00,SELL,0,3QXINJ,82.19,USD,0.00025,SOL,Jupiter,SOL-79,SIM_1758050021216_79
2025-09-16,01:15:00,SELL,0,APKG4R,90.93,USD,0.00025,SOL,Jupiter,SOL-79,SIM_1758050021216_79
2025-09-16,01:15:00,BUY,15.13,USD,0,GAJRWI,0.00025,SOL,Jupiter,SOL-80,SIM_1758050021216_80
2025-09-16,01:15:01,SELL,0,7MN4NH,30.65,USD,0.00025,SOL,Jupiter,SOL-80,SIM_1758050021216_80
2025-09-16,01:15:01,SELL,0,5IED57,54.77,USD,0.00025,SOL,Jupiter,SOL-80,SIM_1758050021216_80
2025-09-16,01:15:01,SELL,0,66E7AS,15.86,USD,0.00025,SOL,Jupiter,SOL-80,SIM_1758050021216_80
2025-09-16,01:15:01,SELL,0,CMTKLG,138.00,USD,0.00025,SOL,Jupiter,SOL-80,SIM_1758050021216_80
2025-09-16,01:15:04,BUY,15.13,USD,0,48KJ1Q,0.00025,SOL,Jupiter,SOL-81,SIM_1758050021217_81
2025-09-16,01:15:04,BUY,15.13,USD,0,H2GEJP,0.00025,SOL,Jupiter,SOL-82,SIM_1758050021217_82
2025-09-16,01:15:05,BUY,15.13,USD,0,7GKNSY,0.00025,SOL,Jupiter,SOL-83,SIM_1758050021217_83
2025-09-16,01:15:05,BUY,15.13,USD,0,CTVWBE,0.00025,SOL,Jupiter,SOL-84,SIM_1758050021217_84
2025-09-16,01:15:30,SELL,0,GAJRWI,91.88,USD,0.00025,SOL,Jupiter,SOL-84,SIM_1758050021217_84
2025-09-16,01:15:36,BUY,15.13,USD,0,EXEMR4,0.00025,SOL,Jupiter,SOL-85,SIM_1758050021217_85
2025-09-16,01:16:00,SELL,0,3QXINJ,32.38,USD,0.00025,SOL,Jupiter,SOL-85,SIM_1758050021217_85
2025-09-16,01:16:00,SELL,0,DCDDKZ,97.22,USD,0.00025,SOL,Jupiter,SOL-85,SIM_1758050021217_85
2025-09-16,01:16:02,BUY,15.13,USD,0,7RWQ8U,0.00025,SOL,Jupiter,SOL-86,SIM_1758050021217_86
2025-09-16,01:16:04,BUY,15.13,USD,0,8GIOTX,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:16:05,SELL,0,CTVWBE,63.41,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:16:32,SELL,0,7RWQ8U,32.08,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:16:38,SELL,0,EBEBGE,98.51,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:17:00,SELL,0,GAJRWI,31.97,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:17:02,SELL,0,87KW9H,57.00,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:17:02,SELL,0,7RWQ8U,93.34,USD,0.00025,SOL,Jupiter,SOL-87,SIM_1758050021217_87
2025-09-16,01:17:02,BUY,15.13,USD,0,63WWH5,0.00025,SOL,Jupiter,SOL-88,SIM_1758050021217_88
2025-09-16,01:17:03,SELL,0,4EKXCM,58.49,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1758050021217_88
2025-09-16,01:17:04,BUY,15.13,USD,0,G2XWQE,0.00025,SOL,Jupiter,SOL-89,SIM_1758050021217_89
2025-09-16,01:17:05,SELL,0,7GKNSY,90.90,USD,0.00025,SOL,Jupiter,SOL-89,SIM_1758050021217_89
2025-09-16,01:17:05,SELL,0,CTVWBE,59.48,USD,0.00025,SOL,Jupiter,SOL-89,SIM_1758050021217_89
2025-09-16,01:17:07,BUY,15.13,USD,0,ERM9BW,0.00025,SOL,Jupiter,SOL-90,SIM_1758050021217_90
2025-09-16,01:17:07,SELL,0,31XQTS,31.88,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1758050021217_90
2025-09-16,01:17:08,BUY,15.13,USD,0,9LA4R9,0.00025,SOL,Jupiter,SOL-91,SIM_1758050021217_91
2025-09-16,01:17:37,SELL,0,ERM9BW,63.95,USD,0.00025,SOL,Jupiter,SOL-91,SIM_1758050021217_91
2025-09-16,01:18:01,BUY,15.13,USD,0,7KCQGK,0.00025,SOL,Jupiter,SOL-92,SIM_1758050021217_92
2025-09-16,01:18:01,BUY,15.13,USD,0,J8SZKU,0.00025,SOL,Jupiter,SOL-93,SIM_1758050021217_93
2025-09-16,01:18:02,BUY,15.13,USD,0,FGP7NV,0.00025,SOL,Jupiter,SOL-94,SIM_1758050021217_94
