timestamp,type,amount,pool_value,net_pool,trade_num,description
2025-09-17T01:14:31.985Z,profit_return,65.00235644121463,1016.5178024731844,1081.520158914399,16,3Fe8YpDj... | P&L: +$49.87 | Hold: 0.5m
2025-09-17T01:25:49.089Z,pool_status,0,600,600,,Pool initialized with $600 and $15.129999999999999 positions
2025-09-17T01:25:52.848Z,trade_execution,-15.129999999999999,621.8345594329458,606.7045594329458,1,Trade #1 executed: 4WMgmkiC...
2025-09-17T01:25:52.896Z,trade_execution,-15.129999999999999,613.1105980413803,597.9805980413803,2,Trade #2 executed: 13KL2HXY...
2025-09-17T01:25:53.002Z,trade_execution,-15.129999999999999,617.4547685975792,602.3247685975792,3,Trade #3 executed: NAiwRYoo...
2025-09-17T01:25:53.956Z,trade_execution,-15.129999999999999,602.0913969829858,586.9613969829858,4,Trade #4 executed: EK3FDBj8...
2025-09-17T01:25:54.082Z,trade_execution,-15.129999999999999,580.5319355654364,565.4019355654364,5,Trade #5 executed: GeaGMWpH...
2025-09-17T01:25:54.108Z,trade_execution,-15.129999999999999,586.3569928005209,571.2269928005209,6,Trade #6 executed: 7C8t7DAQ...
2025-09-17T01:25:55.168Z,trade_execution,-15.129999999999999,593.2767595142924,578.1467595142924,7,Trade #7 executed: 72obVXwP...
2025-09-17T01:25:55.268Z,trade_execution,-15.129999999999999,572.1492368036334,557.0192368036334,8,Trade #8 executed: 68y85Ftv...
2025-09-17T01:25:56.121Z,trade_execution,-15.129999999999999,630.238445382059,615.108445382059,9,Trade #9 executed: 2SJ39Da7...
2025-09-17T01:26:00.542Z,trade_execution,-15.129999999999999,615.0848062289101,599.9548062289101,10,Trade #10 executed: J5ecMRt8...
2025-09-17T01:26:00.678Z,trade_execution,-15.129999999999999,594.3960922406452,579.2660922406452,11,Trade #11 executed: 5frcbGLb...
2025-09-17T01:26:02.708Z,trade_execution,-15.129999999999999,594.0025168982784,578.8725168982784,12,Trade #12 executed: DTFoHE5F...
2025-09-17T01:26:02.889Z,trade_execution,-15.129999999999999,600.2756239028885,585.1456239028885,13,Trade #13 executed: JBJFgPVb...
2025-09-17T01:26:30.551Z,profit_return,32.34467388188798,589.7794039252356,622.1240778071235,13,J5ecMRt8... | P&L: +$17.21 | Hold: 0.5m
2025-09-17T01:26:50.106Z,trade_execution,-15.129999999999999,622.1240778071235,606.9940778071235,14,Trade #14 executed: AjsLE6gc...
2025-09-17T01:26:51.109Z,trade_execution,-15.129999999999999,606.9940778071235,591.8640778071235,15,Trade #15 executed: B5LZa4jn...
2025-09-17T01:34:57.510Z,pool_status,0,600,600,,Pool initialized with $600 and $15.129999999999999 positions
2025-09-17T01:35:00.307Z,trade_execution,-15.129999999999999,600,584.87,1,Trade #1 executed: 5P1EeTVL...
