TokenMint,ExitTime,SignalType,Confidence,ProfitPercentage,HoldTimeMinutes,WhalesSold,LiquidityChange,ExitPercentage,Reason
[object Object],2025-08-11T11:45:58.088Z,tiered_exit,high,547.23,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 547% gain (2x)"
[object Object],2025-08-11T11:45:58.194Z,tiered_exit,high,114.97,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 115% gain (2x)"
[object Object],2025-08-11T11:45:59.586Z,tiered_exit,high,102.13,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 102% gain (2x)"
[object Object],2025-08-11T11:46:00.354Z,tiered_exit,high,302.50,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 302% gain (2x)"
[object Object],2025-08-11T11:46:19.752Z,tiered_exit,high,337.58,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 338% gain (2x)"
[object Object],2025-08-11T11:46:20.183Z,tiered_exit,high,271.81,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 272% gain (2x)"
[object Object],2025-08-11T11:46:20.402Z,tiered_exit,high,462.21,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 462% gain (2x)"
[object Object],2025-08-11T11:46:22.086Z,tiered_exit,high,314.45,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 314% gain (2x)"
[object Object],2025-08-11T11:46:22.703Z,tiered_exit,high,464.63,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 465% gain (2x)"
[object Object],2025-08-11T11:46:23.053Z,tiered_exit,high,296.75,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 297% gain (2x)"
[object Object],2025-08-11T11:46:23.056Z,tiered_exit,high,510.84,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 511% gain (4x)"
[object Object],2025-08-11T11:46:23.527Z,tiered_exit,high,271.94,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 272% gain (2x)"
[object Object],2025-08-11T11:46:23.986Z,tiered_exit,high,894.49,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 894% gain (2x)"
[object Object],2025-08-11T11:46:25.529Z,tiered_exit,high,118.16,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 118% gain (2x)"
[object Object],2025-08-11T11:46:26.912Z,tiered_exit,high,102.02,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 102% gain (2x)"
[object Object],2025-08-11T11:46:27.580Z,tiered_exit,high,333.44,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 333% gain (2x)"
[object Object],2025-08-11T11:46:27.678Z,tiered_exit,high,101.16,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 101% gain (2x)"
[object Object],2025-08-11T11:46:27.738Z,tiered_exit,high,117.95,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 118% gain (2x)"
[object Object],2025-08-11T11:46:27.772Z,tiered_exit,high,482.46,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 482% gain (4x)"
[object Object],2025-08-11T11:46:27.873Z,tiered_exit,high,540.70,0.0,0,0.0,25,"📈 TIER 3: Taking 25% at 541% gain (6x)"
[object Object],2025-08-11T11:46:29.823Z,tiered_exit,high,100.63,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 101% gain (2x)"
[object Object],2025-08-11T11:46:30.147Z,tiered_exit,high,115.82,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 116% gain (2x)"
[object Object],2025-08-11T11:46:31.703Z,tiered_exit,high,460.40,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 460% gain (2x)"
[object Object],2025-08-11T11:46:32.693Z,tiered_exit,high,108.31,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 108% gain (2x)"
[object Object],2025-08-11T11:46:50.062Z,tiered_exit,high,486.93,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 487% gain (2x)"
[object Object],2025-08-11T11:46:50.822Z,tiered_exit,high,339.01,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 339% gain (2x)"
[object Object],2025-08-11T11:46:52.281Z,tiered_exit,high,110.98,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 111% gain (2x)"
[object Object],2025-08-11T11:46:52.741Z,tiered_exit,high,480.13,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 480% gain (2x)"
[object Object],2025-08-11T11:46:53.239Z,tiered_exit,high,337.75,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 338% gain (2x)"
[object Object],2025-08-11T11:46:53.880Z,tiered_exit,high,440.91,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 441% gain (2x)"
[object Object],2025-08-11T11:46:56.033Z,tiered_exit,high,313.97,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 314% gain (2x)"
[object Object],2025-08-11T11:46:56.278Z,tiered_exit,high,470.36,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 470% gain (2x)"
[object Object],2025-08-11T11:46:58.167Z,tiered_exit,high,300.96,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 301% gain (2x)"
[object Object],2025-08-11T11:46:58.206Z,tiered_exit,high,525.75,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 526% gain (4x)"
[object Object],2025-08-11T11:47:02.005Z,tiered_exit,high,106.03,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:47:02.879Z,tiered_exit,high,266.10,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 266% gain (2x)"
[object Object],2025-08-11T11:47:19.267Z,tiered_exit,high,333.10,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 333% gain (2x)"
[object Object],2025-08-11T11:47:20.227Z,tiered_exit,high,260.15,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 260% gain (2x)"
[object Object],2025-08-11T11:47:21.287Z,tiered_exit,high,102.87,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 103% gain (2x)"
[object Object],2025-08-11T11:47:21.589Z,tiered_exit,high,458.89,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 459% gain (2x)"
[object Object],2025-08-11T11:47:21.883Z,tiered_exit,high,335.24,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 335% gain (2x)"
[object Object],2025-08-11T11:47:22.285Z,tiered_exit,high,555.01,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 555% gain (4x)"
[object Object],2025-08-11T11:47:22.705Z,tiered_exit,high,536.29,0.0,0,0.0,25,"📈 TIER 3: Taking 25% at 536% gain (6x)"
[object Object],2025-08-11T11:47:23.170Z,tiered_exit,high,105.87,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:47:23.289Z,tiered_exit,high,534.23,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 534% gain (2x)"
[object Object],2025-08-11T11:47:23.808Z,tiered_exit,high,107.96,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 108% gain (2x)"
[object Object],2025-08-11T11:47:24.140Z,tiered_exit,high,482.40,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 482% gain (4x)"
[object Object],2025-08-11T11:47:26.033Z,tiered_exit,high,442.35,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 442% gain (2x)"
[object Object],2025-08-11T11:47:26.343Z,tiered_exit,high,110.84,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 111% gain (2x)"
[object Object],2025-08-11T11:47:26.784Z,tiered_exit,high,110.91,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 111% gain (2x)"
[object Object],2025-08-11T11:47:26.832Z,tiered_exit,high,102.98,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 103% gain (2x)"
[object Object],2025-08-11T11:47:27.087Z,tiered_exit,high,273.42,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 273% gain (2x)"
[object Object],2025-08-11T11:47:27.215Z,tiered_exit,high,918.68,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 919% gain (4x)"
[object Object],2025-08-11T11:47:27.582Z,tiered_exit,high,314.47,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 314% gain (2x)"
[object Object],2025-08-11T11:47:27.729Z,tiered_exit,high,102.54,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 103% gain (2x)"
[object Object],2025-08-11T11:47:28.472Z,tiered_exit,high,331.57,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 332% gain (2x)"
[object Object],2025-08-11T11:47:29.206Z,tiered_exit,high,272.35,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 272% gain (2x)"
[object Object],2025-08-11T11:47:29.908Z,tiered_exit,high,117.30,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 117% gain (2x)"
[object Object],2025-08-11T11:47:30.351Z,tiered_exit,high,911.20,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 911% gain (4x)"
[object Object],2025-08-11T11:47:30.808Z,tiered_exit,high,289.99,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 290% gain (2x)"
[object Object],2025-08-11T11:47:51.334Z,tiered_exit,high,276.53,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 277% gain (2x)"
[object Object],2025-08-11T11:47:53.655Z,tiered_exit,high,119.11,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 119% gain (2x)"
[object Object],2025-08-11T11:47:54.875Z,tiered_exit,high,319.75,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 320% gain (2x)"
[object Object],2025-08-11T11:47:55.053Z,tiered_exit,high,966.44,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 966% gain (2x)"
[object Object],2025-08-11T11:47:56.456Z,tiered_exit,high,546.15,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 546% gain (2x)"
[object Object],2025-08-11T11:47:56.958Z,tiered_exit,high,324.69,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 325% gain (2x)"
[object Object],2025-08-11T11:47:57.550Z,tiered_exit,high,323.42,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 323% gain (2x)"
[object Object],2025-08-11T11:47:57.882Z,tiered_exit,high,335.28,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 335% gain (2x)"
[object Object],2025-08-11T11:47:58.627Z,tiered_exit,high,260.81,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 261% gain (2x)"
[object Object],2025-08-11T11:47:59.116Z,tiered_exit,high,501.04,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 501% gain (2x)"
[object Object],2025-08-11T11:47:59.298Z,tiered_exit,high,106.20,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:48:00.651Z,tiered_exit,high,112.44,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 112% gain (2x)"
[object Object],2025-08-11T11:48:00.927Z,tiered_exit,high,538.73,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 539% gain (4x)"
[object Object],2025-08-11T11:48:02.019Z,tiered_exit,high,105.94,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:48:20.340Z,tiered_exit,high,532.66,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 533% gain (2x)"
[object Object],2025-08-11T11:48:23.006Z,tiered_exit,high,273.35,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 273% gain (2x)"
[object Object],2025-08-11T11:48:23.179Z,tiered_exit,high,559.90,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 560% gain (4x)"
[object Object],2025-08-11T11:48:23.260Z,tiered_exit,high,544.33,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 544% gain (2x)"
[object Object],2025-08-11T11:48:23.262Z,tiered_exit,high,449.54,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 450% gain (4x)"
[object Object],2025-08-11T11:48:23.665Z,tiered_exit,high,288.39,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 288% gain (2x)"
[object Object],2025-08-11T11:48:23.752Z,tiered_exit,high,321.66,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 322% gain (2x)"
[object Object],2025-08-11T11:48:23.789Z,tiered_exit,high,114.20,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 114% gain (2x)"
[object Object],2025-08-11T11:48:24.269Z,tiered_exit,high,114.87,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 115% gain (2x)"
[object Object],2025-08-11T11:48:24.969Z,tiered_exit,high,103.74,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 104% gain (2x)"
[object Object],2025-08-11T11:48:26.059Z,tiered_exit,high,102.62,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 103% gain (2x)"
[object Object],2025-08-11T11:48:26.296Z,tiered_exit,high,488.44,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 488% gain (2x)"
[object Object],2025-08-11T11:48:26.364Z,tiered_exit,high,547.06,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 547% gain (4x)"
[object Object],2025-08-11T11:48:26.884Z,tiered_exit,high,834.27,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 834% gain (2x)"
[object Object],2025-08-11T11:48:27.206Z,tiered_exit,high,105.85,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:48:27.590Z,tiered_exit,high,268.71,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 269% gain (2x)"
[object Object],2025-08-11T11:48:27.838Z,tiered_exit,high,276.51,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 277% gain (2x)"
[object Object],2025-08-11T11:48:28.057Z,tiered_exit,high,818.51,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 819% gain (2x)"
[object Object],2025-08-11T11:48:28.094Z,tiered_exit,high,498.92,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 499% gain (4x)"
[object Object],2025-08-11T11:48:29.134Z,tiered_exit,high,109.49,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 109% gain (2x)"
[object Object],2025-08-11T11:48:29.137Z,tiered_exit,high,477.88,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 478% gain (4x)"
[object Object],2025-08-11T11:48:29.526Z,tiered_exit,high,329.81,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 330% gain (2x)"
[object Object],2025-08-11T11:48:29.827Z,tiered_exit,high,106.32,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:48:30.388Z,tiered_exit,high,871.88,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 872% gain (4x)"
[object Object],2025-08-11T11:48:31.538Z,tiered_exit,high,318.49,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 318% gain (2x)"
[object Object],2025-08-11T11:48:31.802Z,tiered_exit,high,306.43,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 306% gain (2x)"
[object Object],2025-08-11T11:48:51.923Z,tiered_exit,high,482.70,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 483% gain (2x)"
[object Object],2025-08-11T11:48:53.254Z,tiered_exit,high,309.49,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 309% gain (2x)"
[object Object],2025-08-11T11:48:54.276Z,tiered_exit,high,108.27,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 108% gain (2x)"
[object Object],2025-08-11T11:48:54.608Z,tiered_exit,high,119.92,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 120% gain (2x)"
[object Object],2025-08-11T11:48:55.130Z,tiered_exit,high,503.24,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 503% gain (2x)"
[object Object],2025-08-11T11:48:56.235Z,tiered_exit,high,886.93,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 887% gain (2x)"
[object Object],2025-08-11T11:48:56.301Z,tiered_exit,high,448.70,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 449% gain (4x)"
[object Object],2025-08-11T11:48:56.801Z,tiered_exit,high,112.02,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 112% gain (2x)"
[object Object],2025-08-11T11:48:57.020Z,tiered_exit,high,926.22,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 926% gain (4x)"
[object Object],2025-08-11T11:48:58.078Z,tiered_exit,high,504.47,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 504% gain (2x)"
[object Object],2025-08-11T11:48:58.166Z,tiered_exit,high,932.43,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 932% gain (4x)"
[object Object],2025-08-11T11:49:01.171Z,tiered_exit,high,540.26,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 540% gain (2x)"
[object Object],2025-08-11T11:49:02.380Z,tiered_exit,high,111.73,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 112% gain (2x)"
[object Object],2025-08-11T11:49:19.335Z,tiered_exit,high,459.00,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 459% gain (2x)"
[object Object],2025-08-11T11:49:22.543Z,tiered_exit,high,336.07,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 336% gain (2x)"
[object Object],2025-08-11T11:49:23.312Z,tiered_exit,high,106.55,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 107% gain (2x)"
[object Object],2025-08-11T11:49:23.632Z,tiered_exit,high,285.17,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 285% gain (2x)"
[object Object],2025-08-11T11:49:23.652Z,tiered_exit,high,517.82,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 518% gain (4x)"
[object Object],2025-08-11T11:49:23.785Z,tiered_exit,high,546.64,0.0,0,0.0,25,"📈 TIER 3: Taking 25% at 547% gain (6x)"
[object Object],2025-08-11T11:49:24.139Z,tiered_exit,high,294.06,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 294% gain (2x)"
[object Object],2025-08-11T11:49:24.608Z,tiered_exit,high,281.41,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 281% gain (2x)"
[object Object],2025-08-11T11:49:24.926Z,tiered_exit,high,106.15,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:49:25.077Z,tiered_exit,high,334.75,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 335% gain (4x)"
[object Object],2025-08-11T11:49:26.034Z,tiered_exit,high,489.45,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 489% gain (2x)"
[object Object],2025-08-11T11:49:26.265Z,tiered_exit,high,107.35,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 107% gain (2x)"
[object Object],2025-08-11T11:49:26.506Z,tiered_exit,high,316.10,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 316% gain (2x)"
[object Object],2025-08-11T11:49:26.865Z,tiered_exit,high,519.57,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 520% gain (2x)"
[object Object],2025-08-11T11:49:26.899Z,tiered_exit,high,551.75,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 552% gain (4x)"
[object Object],2025-08-11T11:49:27.651Z,tiered_exit,high,296.11,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 296% gain (2x)"
[object Object],2025-08-11T11:49:28.614Z,tiered_exit,high,118.30,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 118% gain (2x)"
[object Object],2025-08-11T11:49:29.097Z,tiered_exit,high,310.22,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 310% gain (2x)"
[object Object],2025-08-11T11:49:29.407Z,tiered_exit,high,116.29,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 116% gain (2x)"
[object Object],2025-08-11T11:49:30.868Z,tiered_exit,high,109.43,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 109% gain (2x)"
[object Object],2025-08-11T11:49:30.980Z,tiered_exit,high,467.26,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 467% gain (2x)"
[object Object],2025-08-11T11:49:31.839Z,tiered_exit,high,313.37,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 313% gain (2x)"
[object Object],2025-08-11T11:49:32.005Z,tiered_exit,high,268.09,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 268% gain (2x)"
[object Object],2025-08-11T11:49:33.574Z,tiered_exit,high,950.22,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 950% gain (2x)"
[object Object],2025-08-11T11:49:51.406Z,tiered_exit,high,103.95,0.3,0,0.0,25,"📈 TIER 1: Taking 25% at 104% gain (2x)"
[object Object],2025-08-11T11:49:52.695Z,tiered_exit,high,486.71,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 487% gain (2x)"
[object Object],2025-08-11T11:49:53.266Z,tiered_exit,high,119.86,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 120% gain (2x)"
[object Object],2025-08-11T11:49:53.933Z,tiered_exit,high,114.16,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 114% gain (2x)"
[object Object],2025-08-11T11:49:53.969Z,tiered_exit,high,313.82,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 314% gain (4x)"
[object Object],2025-08-11T11:49:54.834Z,tiered_exit,high,106.55,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 107% gain (2x)"
[object Object],2025-08-11T11:49:56.388Z,tiered_exit,high,993.24,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 993% gain (2x)"
[object Object],2025-08-11T11:49:56.736Z,tiered_exit,high,326.61,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 327% gain (2x)"
[object Object],2025-08-11T11:49:57.020Z,tiered_exit,high,105.99,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 106% gain (2x)"
[object Object],2025-08-11T11:49:57.113Z,tiered_exit,high,316.40,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 316% gain (4x)"
[object Object],2025-08-11T11:49:57.648Z,tiered_exit,high,317.65,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 318% gain (2x)"
[object Object],2025-08-11T11:49:57.699Z,tiered_exit,high,440.26,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 440% gain (4x)"
[object Object],2025-08-11T11:49:57.946Z,tiered_exit,high,320.34,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 320% gain (2x)"
[object Object],2025-08-11T11:49:58.622Z,tiered_exit,high,274.62,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 275% gain (2x)"
[object Object],2025-08-11T11:49:58.843Z,tiered_exit,high,486.75,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 487% gain (2x)"
[object Object],2025-08-11T11:49:59.185Z,tiered_exit,high,110.98,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 111% gain (2x)"
[object Object],2025-08-11T11:49:59.491Z,tiered_exit,high,488.02,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 488% gain (4x)"
[object Object],2025-08-11T11:50:01.281Z,tiered_exit,high,502.71,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 503% gain (2x)"
[object Object],2025-08-11T11:50:03.081Z,tiered_exit,high,553.78,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 554% gain (2x)"
[object Object],2025-08-11T11:50:03.634Z,tiered_exit,high,264.17,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 264% gain (2x)"
[object Object],2025-08-11T11:50:19.525Z,tiered_exit,high,117.82,0.2,0,0.0,25,"📈 TIER 1: Taking 25% at 118% gain (2x)"
[object Object],2025-08-11T11:50:19.748Z,tiered_exit,high,558.07,0.3,0,0.0,25,"📈 TIER 2: Taking 25% at 558% gain (4x)"
[object Object],2025-08-11T11:50:19.779Z,tiered_exit,high,523.36,0.3,0,0.0,25,"📈 TIER 3: Taking 25% at 523% gain (6x)"
[object Object],2025-08-11T11:50:21.326Z,tiered_exit,high,107.83,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 108% gain (2x)"
[object Object],2025-08-11T11:50:21.841Z,tiered_exit,high,478.59,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 479% gain (4x)"
[object Object],2025-08-11T11:50:22.378Z,tiered_exit,high,827.36,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 827% gain (2x)"
[object Object],2025-08-11T11:50:23.099Z,tiered_exit,high,282.40,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 282% gain (2x)"
[object Object],2025-08-11T11:50:23.311Z,tiered_exit,high,449.23,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 449% gain (2x)"
[object Object],2025-08-11T11:50:24.398Z,tiered_exit,high,822.49,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 822% gain (2x)"
[object Object],2025-08-11T11:50:24.828Z,tiered_exit,high,110.22,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 110% gain (2x)"
[object Object],2025-08-11T11:50:24.881Z,tiered_exit,high,337.88,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 338% gain (2x)"
[object Object],2025-08-11T11:50:24.939Z,tiered_exit,high,303.21,0.0,0,0.0,25,"📈 TIER 2: Taking 25% at 303% gain (4x)"
[object Object],2025-08-11T11:50:26.135Z,tiered_exit,high,299.82,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 300% gain (2x)"
[object Object],2025-08-11T11:50:26.284Z,tiered_exit,high,271.36,0.0,0,0.0,25,"📈 TIER 1: Taking 25% at 271% gain (2x)"
