Date,Time,Type,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Fee,Fee Currency,Exchange,Trade ID,Tx Hash
2025-09-11,18:37:04,SELL,0,A1WJJI,62.66,USD,0.00025,SOL,Jupiter,SOL-74,SIM_1757875434487_74
2025-09-11,18:37:04,SELL,0,BVNGEV,75.95,USD,0.00025,SOL,Jupiter,SOL-74,SIM_1757875434487_74
2025-09-11,18:37:05,SELL,0,EG1UQR,71.71,USD,0.00025,SOL,Jupiter,SOL-74,SIM_1757875434487_74
2025-09-11,18:37:06,BUY,34.00,USD,0,EXRMEA,0.00025,SOL,Jupiter,SOL-75,SIM_1757875434487_75
2025-09-11,18:37:08,SELL,0,3ADJCE,74.57,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1757875434487_75
2025-09-11,18:37:32,SELL,0,2DMZTM,74.90,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1757875434487_75
2025-09-11,18:37:36,SELL,0,EXRMEA,56.55,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1757875434487_75
2025-09-11,18:38:00,SELL,0,FNCQFL,43.91,USD,0.00025,SOL,Jupiter,SOL-75,SIM_1757875434487_75
2025-09-11,18:38:00,BUY,34.00,USD,0,BRD3QE,0.00025,SOL,Jupiter,SOL-76,SIM_1757875434487_76
2025-09-11,18:38:01,BUY,34.00,USD,0,FPXZ5D,0.00025,SOL,Jupiter,SOL-77,SIM_1757875434487_77
2025-09-11,18:38:01,SELL,0,S5WINZ,43.70,USD,0.00025,SOL,Jupiter,SOL-77,SIM_1757875434487_77
2025-09-11,18:38:02,SELL,0,8PABGX,114.81,USD,0.00025,SOL,Jupiter,SOL-77,SIM_1757875434487_77
2025-09-11,18:38:03,BUY,34.00,USD,0,83K3UO,0.00025,SOL,Jupiter,SOL-78,SIM_1757875434487_78
2025-09-11,18:38:06,BUY,34.00,USD,0,3CUTCY,0.00025,SOL,Jupiter,SOL-79,SIM_1757875434487_79
2025-09-11,18:38:06,BUY,34.00,USD,0,4VZMFV,0.00025,SOL,Jupiter,SOL-80,SIM_1757875434487_80
2025-09-11,18:38:07,BUY,34.00,USD,0,HNGYIC,0.00025,SOL,Jupiter,SOL-81,SIM_1757875434487_81
2025-09-11,18:38:07,BUY,34.00,USD,0,APDBHT,0.00025,SOL,Jupiter,SOL-82,SIM_1757875434487_82
2025-09-11,18:38:37,SELL,0,9SSBVD,44.41,USD,0.00025,SOL,Jupiter,SOL-82,SIM_1757875434487_82
2025-09-11,18:39:00,SELL,0,HTPEY6,43.75,USD,0.00025,SOL,Jupiter,SOL-82,SIM_1757875434487_82
2025-09-11,18:39:00,BUY,34.00,USD,0,EKPQGS,0.00025,SOL,Jupiter,SOL-83,SIM_1757875434487_83
2025-09-11,18:39:00,BUY,34.00,USD,0,DMTXOJ,0.00025,SOL,Jupiter,SOL-84,SIM_1757875434487_84
2025-09-11,18:39:01,BUY,34.00,USD,0,4PGNNV,0.00025,SOL,Jupiter,SOL-85,SIM_1757875434487_85
2025-09-11,18:39:01,BUY,34.00,USD,0,LVUVUH,0.00025,SOL,Jupiter,SOL-86,SIM_1757875434487_86
2025-09-11,18:39:02,SELL,0,B7LDTD,58.96,USD,0.00025,SOL,Jupiter,SOL-86,SIM_1757875434487_86
2025-09-11,18:39:02,SELL,0,2DMZTM,60.67,USD,0.00025,SOL,Jupiter,SOL-86,SIM_1757875434487_86
2025-09-11,18:39:03,SELL,0,N8CRHP,81.09,USD,0.00025,SOL,Jupiter,SOL-86,SIM_1757875434487_86
2025-09-11,18:39:05,BUY,34.00,USD,0,BQXIMB,0.00025,SOL,Jupiter,SOL-87,SIM_1757875434487_87
2025-09-11,18:39:05,BUY,34.00,USD,0,CGCQSB,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:39:30,SELL,0,DMTXOJ,56.74,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:39:31,SELL,0,4PGNNV,43.52,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:39:37,SELL,0,6VY5X2,43.97,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:39:40,SELL,0,ADAZYB,34.87,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:39:43,SELL,0,F95EK6,109.62,USD,0.00025,SOL,Jupiter,SOL-88,SIM_1757875434487_88
2025-09-11,18:40:00,BUY,34.00,USD,0,CKPVN3,0.00025,SOL,Jupiter,SOL-89,SIM_1757875434487_89
2025-09-11,18:40:01,BUY,34.00,USD,0,6EF3GX,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:03,SELL,0,83K3UO,62.68,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:03,SELL,0,3MREDV,212.28,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:04,SELL,0,CUTVSI,62.13,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:06,SELL,0,3CUTCY,61.12,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:06,SELL,0,4VZMFV,58.27,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:07,SELL,0,HNGYIC,77.64,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:07,SELL,0,APDBHT,57.12,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:40:37,SELL,0,6UKET1,79.67,USD,0.00025,SOL,Jupiter,SOL-90,SIM_1757875434487_90
2025-09-11,18:41:00,BUY,34.00,USD,0,G5CRG8,0.00025,SOL,Jupiter,SOL-91,SIM_1757875434487_91
2025-09-11,18:41:00,SELL,0,CKPVN3,110.45,USD,0.00025,SOL,Jupiter,SOL-91,SIM_1757875434487_91
2025-09-11,18:41:01,SELL,0,FPXZ5D,43.76,USD,0.00025,SOL,Jupiter,SOL-91,SIM_1757875434488_91
2025-09-11,18:41:01,BUY,34.00,USD,0,FSVUNG,0.00025,SOL,Jupiter,SOL-92,SIM_1757875434488_92
2025-09-11,18:41:01,BUY,34.00,USD,0,AJRKQH,0.00025,SOL,Jupiter,SOL-93,SIM_1757875434488_93
2025-09-11,18:41:01,BUY,34.00,USD,0,2RAEF2,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:02,SELL,0,8PABGX,79.78,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:04,SELL,0,DN8JPN,38.41,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:05,SELL,0,BQXIMB,74.62,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:30,SELL,0,G5CRG8,43.67,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:31,SELL,0,2RAEF2,60.72,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:41:59,SELL,0,9T3ASO,35.61,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:42:00,SELL,0,FNCQFL,111.32,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:42:00,SELL,0,EKPQGS,60.20,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:42:00,SELL,0,DMTXOJ,74.26,USD,0.00025,SOL,Jupiter,SOL-94,SIM_1757875434488_94
2025-09-11,18:42:01,BUY,34.00,USD,0,9CXQRE,0.00025,SOL,Jupiter,SOL-95,SIM_1757875434488_95
2025-09-11,18:42:02,SELL,0,2DMZTM,106.24,USD,0.00025,SOL,Jupiter,SOL-95,SIM_1757875434488_95
2025-09-11,18:42:03,BUY,34.00,USD,0,EUPXZ3,0.00025,SOL,Jupiter,SOL-96,SIM_1757875434488_96
2025-09-11,18:42:03,BUY,34.00,USD,0,2APTXX,0.00025,SOL,Jupiter,SOL-97,SIM_1757875434488_97
2025-09-11,18:42:05,SELL,0,BQXIMB,57.76,USD,0.00025,SOL,Jupiter,SOL-97,SIM_1757875434488_97
2025-09-11,18:42:38,BUY,34.00,USD,0,5QLBY1,0.00025,SOL,Jupiter,SOL-98,SIM_1757875434488_98
2025-09-11,18:43:00,BUY,34.00,USD,0,GIXXFI,0.00025,SOL,Jupiter,SOL-99,SIM_1757875434488_99
2025-09-11,18:43:00,SELL,0,LAVWBE,78.02,USD,0.00025,SOL,Jupiter,SOL-99,SIM_1757875434488_99
2025-09-11,18:43:01,BUY,34.00,USD,0,CBZWQV,0.00025,SOL,Jupiter,SOL-100,SIM_1757875434488_100
2025-09-11,18:43:01,SELL,0,FSVUNG,58.41,USD,0.00025,SOL,Jupiter,SOL-100,SIM_1757875434488_100
2025-09-11,18:43:01,SELL,0,6EF3GX,56.66,USD,0.00025,SOL,Jupiter,SOL-100,SIM_1757875434488_100
